csv_line,source_LABEL,source_TEXT,message,clean_text,label,URL,EMAIL,PHONE,duplicate_group_size
6898,spam,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia 150p poly 200p 16,spam,0,0,0,8
6899,spam,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia 150p poly 200p 16,spam,0,0,0,8
6900,spam,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia 150p poly 200p 16,spam,0,0,0,8
6901,spam,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia 150p poly 200p 16,spam,0,0,0,8
6904,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6905,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6906,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6907,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6908,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6909,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6910,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6911,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6912,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6913,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6914,spam,2/2 146tf150p�win tickets..call 08701417012,2/2 146tf150p win tickets..call 08701417012,2 2 146tf150p win tickets call phonetoken,spam,0,0,1,11
6915,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6916,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6917,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6918,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6919,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6920,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6921,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed phonetoken profit 2 charity,spam,0,0,1,7
6922,spam,"3 free tarot texts! ascertain out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! ascertain out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts ascertain out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,2
6923,spam,"3 free tarot texts! ascertain out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! ascertain out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts ascertain out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,2
6926,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6927,spam,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6928,spam,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6929,spam,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6930,spam,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6931,spam,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6932,spam,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each","3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot texts find out about your love life now try 3 for free text chance to phonetoken only after 3 free msgs 1 50 each,spam,0,0,1,7
6934,spam,3. You have received your mobile content. Enjoy,3. You have received your mobile content. Enjoy,3 you have received your mobile content enjoy,spam,0,0,0,5
6935,spam,3. you have received your mobile content. enjoy,3. you have received your mobile content. enjoy,3 you have received your mobile content enjoy,spam,0,0,0,5
6936,spam,3. you have received your mobile content. enjoy,3. you have received your mobile content. enjoy,3 you have received your mobile content enjoy,spam,0,0,0,5
6937,spam,3. you have received your mobile content. enjoy,3. you have received your mobile content. enjoy,3 you have received your mobile content enjoy,spam,0,0,0,5
6938,spam,3. you have received your mobile content. enjoy,3. you have received your mobile content. enjoy,3 you have received your mobile content enjoy,spam,0,0,0,5
6939,spam,3. you ingest received your mobile content. enjoy,3. you ingest received your mobile content. enjoy,3 you ingest received your mobile content enjoy,spam,0,0,0,2
6940,spam,3. you ingest received your mobile content. enjoy,3. you ingest received your mobile content. enjoy,3 you ingest received your mobile content enjoy,spam,0,0,0,2
3575,smishing,4mths half price orange line rental & latest camera call 4 free. experience your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera call 4 free. experience your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera call 4 free experience your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,2
3576,smishing,4mths half price orange line rental & latest camera call 4 free. experience your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera call 4 free. experience your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera call 4 free experience your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,2
3578,smishing,4mths half price orange line rental & latest camera call 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera call 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera call 4 free ingest your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,2
3579,smishing,4mths half price orange line rental & latest camera call 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera call 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera call 4 free ingest your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,2
3583,smishing,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken,smishing,0,0,1,2
3584,smishing,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938766,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938766,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken,smishing,0,0,1,2
3586,smishing,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938768 to update now!,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938768 to update now!,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,3
3587,smishing,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,3
3588,smishing,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,3
6946,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now or2stoptxt,spam,0,0,1,2
6947,spam,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now or2stoptxt,spam,0,0,1,2
3590,smishing,4mths half price orange line rental & latest camera phones 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera phones 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera phones 4 free ingest your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,2
3591,smishing,4mths half price orange line rental & latest camera phones 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental & latest camera phones 4 free. ingest your phone 11mths+? call mobilesdirect free on 08000938768 to update now!,4mths half price orange line rental latest camera phones 4 free ingest your phone 11mths call mobilesdirect free on phonetoken to update now,smishing,0,0,1,2
6950,spam,4mths half price orange line rental & latest camera ring 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental & latest camera ring 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera ring 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now or2stoptxt,spam,0,0,1,2
6951,spam,4mths half price orange line rental & latest camera ring 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental & latest camera ring 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera ring 4 free had your phone 11mths call mobilesdirect free on phonetoken to update now or2stoptxt,spam,0,0,1,2
6952,spam,"5 free top polyphonic tones call 087018728737, national rate. bring a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.","5 free top polyphonic tones call 087018728737, national rate. bring a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.",5 free top polyphonic tones call phonetoken national rate bring a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub phonetoken,spam,0,0,1,2
6953,spam,"5 free top polyphonic tones call 087018728737, national rate. bring a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.","5 free top polyphonic tones call 087018728737, national rate. bring a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.",5 free top polyphonic tones call phonetoken national rate bring a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub phonetoken,spam,0,0,1,2
6797,spam,"	5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.","5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",5 free top polyphonic tones call phonetoken national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub phonetoken,spam,0,0,1,2
6958,spam,"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.","5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.",5 free top polyphonic tones call phonetoken national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub phonetoken,spam,0,0,1,2
3594,smishing,500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs just text ok to 80488 a or call phonetoken nd we'll credit your account,smishing,0,0,1,5
3595,smishing,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs just text ok to 80488 a or call phonetoken nd we'll credit your account,smishing,0,0,1,5
3596,smishing,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs just text ok to 80488 a or call phonetoken nd we'll credit your account,smishing,0,0,1,5
3597,smishing,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,500 free text msgs just text ok to 80488 a or call phonetoken nd we'll credit your account,smishing,0,0,1,5
